2024-07-08 18-53-23 top info:
Tasks: 434 total,   2 running, 431 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.7G used,      2.9G free,       66M buffers
 Swap:      4.2G total,      201M used,      4.0G free,      2.8G cached
800%cpu 172%user   0%nice  90%sys 538%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
16661 shell        20   0  74M  16M  15M R  100   0.2   0:00.05 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
  292 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  290 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  289 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  288 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
  285 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  284 root          0 -20    0    0    0 I  0.0   0.0   0:00.19 [kworker/5:1H]
  283 root         RT   0    0    0    0 D  0.0   0.0   0:01.53 [wdtk-7]
  282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
  281 root         RT   0    0    0    0 D  0.0   0.0   0:01.41 [wdtk-6]
  280 root         RT   0    0    0    0 D  0.0   0.0   0:01.68 [wdtk-5]
  279 root         RT   0    0    0    0 D  0.0   0.0   0:01.58 [wdtk-4]
  278 root         RT   0    0    0    0 D  0.0   0.0   0:01.56 [wdtk-3]
  277 root         RT   0    0    0    0 D  0.0   0.0   0:01.66 [wdtk-2]
  276 root         RT   0    0    0    0 D  0.0   0.0   0:01.49 [wdtk-1]
  275 root         RT   0    0    0    0 D  0.0   0.0   0:01.51 [wdtk-0]
  274 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
  272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
  271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
  270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
  269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_dump_wq]
  268 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
  267 root         RT   0    0    0    0 S  0.0   0.0   0:00.38 [irq/181-hxcommo]
  266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
  265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mag_polling]
  264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gyro_polling]
  263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
  262 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
  261 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
  260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
  259 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
  258 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [EEM_CTRL_GPU]
  257 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [EEM_CTRL_CCI]
  256 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [EEM_CTRL_L]
  255 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [EEM_CTRL_2L]
  254 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
  253 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
  252 root         20   0    0    0    0 D  0.0   0.0   0:29.25 [ipi_cpu_dvfs_rt]
  251 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hall_switch]
  250 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
  248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
  247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
  246 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
  245 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [power_misc_thre]
  244 root         20   0    0    0    0 D  0.0   0.0   0:05.01 [battery_thread]
  243 root         20   0    0    0    0 D  0.0   0.0   0:03.44 [gauge_coulomb_t]
  242 root         RT   0    0    0    0 S  0.0   0.0   0:00.19 [irq/28-mt6370_p]
  241 root         RT   0    0    0    0 S  0.0   0.0   0:00.10 [type_c_port0]
  240 root         RT   0    0    0    0 S  0.0   0.0   0:00.14 [tcpc_timer_type]
  236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
  235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
  234 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [spi5]
  233 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [spi4]
  232 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [spi3]
  231 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [spi2]
  230 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [spi1]
  229 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [spi0]
  228 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
  227 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
  226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
  225 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
  224 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
  223 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
  222 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  221 root          0 -20    0    0    0 S  0.0   0.0   0:02.86 [krtatm]
  220 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  217 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  216 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  215 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  214 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_fb_heap]
  213 root         RT   0    0    0    0 S  0.0   0.0   1:06.58 [present_fence_w]
  212 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  211 root         RT   0    0    0    0 S  0.0   0.0   0:00.03 [disp_delay_trig]
  210 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
  209 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  208 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  207 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
  206 root         RT   0    0    0    0 D  0.0   0.0   0:01.81 [disp_check]
  205 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_idlemgr]
  203 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  202 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  201 root         RT   0    0    0    0 D  0.0   0.0   0:01.68 [hang_detect]
  200 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
  199 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
  198 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
  197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
  196 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
  195 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
  194 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
  192 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
  191 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
  190 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
  188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
  187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  183 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  182 root         20   0    0    0    0 S  0.0   0.0   0:00.30 [btif_rxd]
  179 root         20   0    0    0    0 S  0.0   0.0   0:26.62 [pbm]
  177 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  140 root         20   0    0    0    0 S  0.0   0.0   0:00.31 [kswapd0]
  139 root         20   0    0    0    0 S  0.0   0.0   0:00.27 [kauditd]
  117 root         20   0    0    0    0 S  0.0   0.0   0:01.25 [tee-log]
  116 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
  115 root         20   0    0    0    0 D  0.0   0.0   0:00.96 [ion_history]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  113 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  112 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  111 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  110 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [ion_mm_heap_for]
  108 root         20   0    0    0    0 S  0.0   0.0   0:12.79 [ion_mm_heap]
  105 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [bat_percent_not]
  104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
  103 root         RT   0    0    0    0 S  0.0   0.0   0:08.15 [irq/200-mt6358-]
  100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   95 root         20   0    0    0    0 S  0.0   0.0   0:00.14 [chgdet_thread]
   94 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [pd_dbg_info]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   61 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   59 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
   58 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
   57 root         20   0    0    0    0 S  0.0   0.0   0:00.19 [kcompactd0]
   56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
   55 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   54 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
   53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
   51 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
   50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
   47 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/7:0H]
   45 root         20   0    0    0    0 S  0.0   0.0   0:00.35 [ksoftirqd/7]
   44 root         RT   0    0    0    0 S  0.0   0.0   0:02.18 [migration/7]
   43 root         20   0    0    0    0 S  0.0   0.0   0:02.67 [cpuhp/7]
   42 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/6:0H]
   40 root         20   0    0    0    0 S  0.0   0.0   0:00.22 [ksoftirqd/6]
   39 root         RT   0    0    0    0 S  0.0   0.0   0:02.06 [migration/6]
   38 root         20   0    0    0    0 S  0.0   0.0   0:01.88 [cpuhp/6]
   37 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/5:0H]
   35 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [ksoftirqd/5]
   34 root         RT   0    0    0    0 S  0.0   0.0   0:01.97 [migration/5]
   33 root         20   0    0    0    0 S  0.0   0.0   0:01.86 [cpuhp/5]
   32 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/4:0H]
   29 root         RT   0    0    0    0 S  0.0   0.0   0:01.87 [migration/4]
   28 root         20   0    0    0    0 S  0.0   0.0   0:11.12 [cpuhp/4]
   27 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/3:0H]
   25 root         20   0    0    0    0 S  0.0   0.0   0:00.39 [ksoftirqd/3]
   24 root         RT   0    0    0    0 S  0.0   0.0   0:02.55 [migration/3]
   23 root         20   0    0    0    0 S  0.0   0.0   0:03.39 [cpuhp/3]
   22 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/2:0H]
   20 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [ksoftirqd/2]
   19 root         RT   0    0    0    0 S  0.0   0.0   0:02.17 [migration/2]
   18 root         20   0    0    0    0 S  0.0   0.0   0:03.43 [cpuhp/2]
   17 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/1:0H]
   15 root         20   0    0    0    0 S  0.0   0.0   0:00.51 [ksoftirqd/1]
   14 root         RT   0    0    0    0 S  0.0   0.0   0:01.97 [migration/1]
   13 root         20   0    0    0    0 S  0.0   0.0   0:04.29 [cpuhp/1]
   12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
   11 root         RT   0    0    0    0 S  0.0   0.0   0:04.01 [migration/0]
   10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
    9 root         20   0    0    0    0 I  0.0   0.0   0:02.34 [rcu_sched]
    8 root         20   0    0    0    0 I  0.0   0.0   0:30.79 [rcu_preempt]
    7 root         20   0    0    0    0 S  0.0   0.0   0:02.08 [ksoftirqd/0]
    6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
    4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
    2 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [kthreadd]
    1 root         20   0  86M 8.9M 7.4M S  0.0   0.1   0:06.49 init second_stage


2024-07-08 18-53-43 top info:
Tasks: 436 total,   1 running, 434 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.7G used,      2.8G free,       66M buffers
 Swap:      4.2G total,      198M used,      4.0G free,      2.8G cached
800%cpu 148%user   0%nice 114%sys 538%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 2488 u0_a86       10 -10  11G 344M 344M S 68.9   4.3 105:31.75 com.yangcong345.android.phone
 3293 u0_i9000     10 -10 1.7G 196M 126M S 24.1   2.4   4:52.09 com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
 1742 shell        20   0 201M 5.3M 4.3M S 20.6   0.0   1:00.17 adbd --root_seclabel=u:r:su:s0
  490 system       -2  -8 0.9G  49M  40M S 20.6   0.6  25:18.69 surfaceflinger
16899 shell        20   0  35M 4.0M 3.2M R 17.2   0.0   0:00.06 top -b -n 1 -d 5
  463 system       -3  -8 349M  12M  12M S 17.2   0.1  14:11.28 android.hardware.graphics.composer@2.1-service
  930 system       18  -2 8.5G 201M 201M S 13.7   2.5  11:29.35 system_server
10863 root          0 -20    0    0    0 I  6.8   0.0   0:25.85 [kworker/u17:0]
 3259 u0_a114      20   0 5.9G 120M 113M S  6.8   1.5   8:02.19 com.yangcong345.eye.protection
16717 shell        20   0  34M 3.3M 2.7M S  3.4   0.0   0:00.13 logcat -v threadtime -b all
16248 root         20   0    0    0    0 I  3.4   0.0   0:02.17 [kworker/u16:0]
15736 root          0 -20    0    0    0 I  3.4   0.0   0:00.30 [kworker/u17:2]
15698 root         20   0    0    0    0 D  3.4   0.0   0:00.24 [kworker/6:1]
12498 root         20   0    0    0    0 I  3.4   0.0   0:16.05 [kworker/u16:7]
11775 root         20   0    0    0    0 I  3.4   0.0   0:23.24 [kworker/u16:2]
10555 root         20   0    0    0    0 D  3.4   0.0   0:37.84 [kworker/u16:1]
 1268 root         RT   0    0    0    0 S  3.4   0.0   1:58.15 [disp_queue_P0]
  595 system       20   0  76M 5.0M 4.8M S  3.4   0.0   2:11.54 android.hardware.sensors@2.0-service-mediatek
  343 logd         18  -2 162M 5.4M 3.8M S  3.4   0.0   1:26.51 logd
16838 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/u17:3]
16727 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:0]
16661 shell        20   0 4.1G  86M  64M S  0.0   1.0   0:00.46 com.android.commands.monkey
16556 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/u17:1]
16521 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0]
16519 root         20   0    0    0    0 I  0.0   0.0   0:00.10 [kworker/u16:5]
16518 root         20   0    0    0    0 I  0.0   0.0   0:00.15 [kworker/u16:4]
16478 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:1]
16477 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:1]
16475 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:2]
16474 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:2]
16467 root         20   0    0    0    0 I  0.0   0.0   0:00.83 [kworker/0:2]
16466 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0]
16465 root         20   0    0    0    0 I  0.0   0.0   0:00.40 [kworker/2:0]
16463 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:0]
16428 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:2]
16406 root         20   0    0    0    0 I  0.0   0.0   0:00.70 [kworker/2:1]
16372 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:2]
16329 root         20   0    0    0    0 I  0.0   0.0   0:02.20 [kworker/1:2]
16280 root         20   0    0    0    0 I  0.0   0.0   0:03.94 [kworker/0:0]
15999 root         20   0    0    0    0 I  0.0   0.0   0:03.02 [kworker/3:1]
15740 root         20   0    0    0    0 I  0.0   0.0   0:05.42 [kworker/u16:3]
15690 root         20   0    0    0    0 I  0.0   0.0   0:04.14 [kworker/5:1]
15504 root         20   0    0    0    0 I  0.0   0.0   0:22.28 [kworker/4:1]
13456 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0]
11315 root         20   0    0    0    0 I  0.0   0.0   0:00.76 [kworker/7:1]
 6038 system       20   0  98M  10M 8.3M S  0.0   0.1   0:45.29 vendor.mediatek.hardware.mms@1.5-service
